,"link","webpage_url","title","y","query","view_count","like_count","dislike_count","average_rating","subscriber_count","description","categories","tags","upload_date","tempo_desde_pub","channel_url","thumbnail","width","height","resolution","fps","p"
1361,"watch?v=8bLQ8r0AXv4","https://www.youtube.com/watch?v=8bLQ8r0AXv4","03 - Diferenças Inteligência Artificial, Aprendizagem de Máquina e Aprendizado Profundo?",0,"aprendizado+de+maquina",7,,,,55,"#AI #Algoritmos #AM #AprendizadodeMáquina #AprendizagemdeMáquina #AP #AprendizadoProfundo #DL #DeepLearning #IA #InteligênciaArtificial #JohnMcCarthy #ML #MachineLearning #RedesNeurais.","['Education']","['AI', 'Algoritmos', 'AM', 'AprendizadodeMáquina', 'AprendizagemdeMáquina', 'AP', 'AprendizadoProfundo', 'DL', 'DeepLearning', 'IA', 'InteligênciaArtificial', 'JohnMcCarthy', 'ML', 'MachineLearning', 'RedesNeurais', '✔ Brazil SFE Tech®']","2019-07-07",499,"http://www.youtube.com/channel/UCs26_jgVMd5g8XSpPa6sp-A","https://i.ytimg.com/vi_webp/8bLQ8r0AXv4/maxresdefault.webp",1920,1080,,30,0.148
1048,"watch?v=7x2YZhEj9Dw","https://www.youtube.com/watch?v=7x2YZhEj9Dw","Deep Learning Tutorial with Python | Machine Learning with Neural Networks [Top Udemy Instructor]",0,"machine+learning",193,2779,94,4.8691263,154000,"In this video, ","['Education']","['deep learning', 'deep learning tutorial', 'deep learning ai', 'deep learning python', 'deep learning nlp', 'machine learning', 'machine learning tutorial', 'machine learning course', 'artificial intelligence', 'AI', 'neural network', 'neural network python', 'tensorflow', 'tensorflow python', 'keras', 'keras tutorial', 'keras tensorflow', 'Tensorflow Playground', 'data science', 'data science with python', 'python', 'python deep learning', 'Sundog Education', 'Frank Kane', 'Udemy deep learning', 'andrew ng', 'udemy data']","2018-11-20",728,"http://www.youtube.com/channel/UCzw4hbQIePVtyJQzE_F8QDg","https://i.ytimg.com/vi_webp/7x2YZhEj9Dw/maxresdefault.webp",1920,1080,,30,0.746
564,"watch?v=xxpc-HPKN28","https://www.youtube.com/watch?v=xxpc-HPKN28","Statistics - A Full University Course on Data Science Basics",0,"data+science",509,13532,164,4.9521027,2760000,"Learn the essentials of statistics in this complete course. This course introduces the various methods used to collect, organize, ...","['Education']","['statistics', 'statistics full course', 'statistics tutorial', 'statistics for machine learning', 'statistics course', 'statistics tutorial for data science', 'statistics mean median mode', 'statistics for beginners', 'data science']","2019-06-12",524,"http://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ","https://i.ytimg.com/vi_webp/xxpc-HPKN28/maxresdefault.webp",1280,720,,30,0.207
1011,"watch?v=VwVg9jCtqaU","https://www.youtube.com/watch?v=VwVg9jCtqaU","Machine Learning Zero to Hero (Google I/O'19)",0,"machine+learning",1,22645,282,4.9508004,298000,"This is a talk for people who know code, but who don't necessarily know ","['Science & Technology']","['Google I/O 2019', 'Google I/O', 'Google IO', 'I/O', 'io19', 'io 19', '#io19', 'IO', 'google livestream', 'developer news', 'google', 'developers', 'google io updates', 'google 2019', 'io announcements', 'code', 'coding', 'machine learning', 'new machine learning', 'models', 'ew concepts in machine learning', 'eager mode', 'training loops', 'optimizers', 'loss functions']","2019-05-09",558,"http://www.youtube.com/channel/UC0rqucBdTuFTjJiefW5t-IQ","https://i.ytimg.com/vi_webp/VwVg9jCtqaU/maxresdefault.webp",1920,1080,,60,0.19
965,"watch?v=DooxDIRAkPA","https://www.youtube.com/watch?v=DooxDIRAkPA","Deep Learning Full Course - Learn Deep Learning in 6 Hours | Deep Learning Tutorial | Edureka",0,"machine+learning",225,4558,158,4.8659883,2230000,"AI & ","['Education']","['yt:cc=on', 'Deep Learning Full Course', 'Deep Learning Tutorial', 'deep learning tutorial for beginners', 'deep learning for beginners', 'tensorflow tutorial', 'tensorflow tutorial for beginners', 'tensorflow deep learning tutorial', 'deep learning complete tutorial', 'deep learning algorithms', 'deep learning applications', 'deep learning frameworks', 'deep learning training', 'edureka', 'deep learning', 'deep learning edureka', 'what is deep learning', 'deep learning with tensorflow', 'tensorflow edureka']","2019-09-08",436,"http://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ","https://i.ytimg.com/vi_webp/DooxDIRAkPA/maxresdefault.webp",1920,1080,,30,0.449
1055,"watch?v=jmLid2x9eKg","https://www.youtube.com/watch?v=jmLid2x9eKg","Supervised Machine Learning: Crash Course Statistics #36",0,"machine+learning",52,1258,28,4.9129081,11600000,"We've talked a lot about modeling data and making inferences about it, but today we're going to look towards the future at how ...","['Education']","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'stats', 'ap statistics', 'machine learning', 'supervised', 'lgistic regression', 'linear discriminant analysis', 'lda', 'k nearest neighbors', 'knn', 'prediction']","2018-10-31",748,"http://www.youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q","https://i.ytimg.com/vi_webp/jmLid2x9eKg/maxresdefault.webp",1920,1080,,24,0.363
1701,"watch?v=1SFdWOGv-BQ","https://www.youtube.com/watch?v=1SFdWOGv-BQ","Kaggle Days Beijing Highlights 2019 | Kaggle Days Beijing",0,"kaggle",931,7,3,3.8,68900,"Highlights from ","['Science & Technology']","['Kaggle', 'Kaggel', 'live-coding', 'live', 'learn', 'api', 'cli', 'python', 'data', 'data science', 'interview', 'questions', 'transfer learning', 'coding', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS', 'kaggle days', 'kaggledays']","2020-04-07",224,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/1SFdWOGv-BQ/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAxCZhKh1MLx2gtaI3t5dfjKaJ8lg",1920,1080,,24,0.109
1979,"watch?v=8XLjB4RySqo","https://www.youtube.com/watch?v=8XLjB4RySqo","Veri Bilimi Platformu: KAGGLE NEDİR?",0,"kaggle",7,327,11,4.8698225,4220,"Veri bilimi platformu : ","['Education']","['kaggle', 'nedir', 'veri bilimi platformu', 'data science', 'carnava.com', 'data mining', 'yapay zeka kodlama', 'kernel nedir', 'kaggle competition', 'how to kaggle', 'machine learning', 'veri bilimci nasıl olunur', 'deep learning', 'makine öğrenmesi nedir', 'veri kümeleri', 'kaynak kodu', 'para ödüllü yarışmalar', 'derin öğrenme mimarisi', 'görüntü tanıma', 'techcrunch', 'yapay', 'zeka', 'python', 'kaggle delete kernel', 'kaggle nasıl kullanılır', 'kaggle projects', 'google kaggle', 'veri kümesi', 'teknoloji', 'endüstri 4.0', 'yapay zeka']","2018-10-23",756,"http://www.youtube.com/channel/UCetKuVUXkqnUiyJUK60g_2Q","https://i.ytimg.com/vi_webp/8XLjB4RySqo/maxresdefault.webp",1920,1080,,25,0.247
447,"watch?v=sLpFAcmG6pQ","https://www.youtube.com/watch?v=sLpFAcmG6pQ","Python for Data Science - 1 Hour - Part I",0,"data+science",9,282,2,4.9858656,5560,"Python Codes at https://www.aispublishing.net/ytube_001 Get our Full Python Course at 90% off now https://bit.ly/3bd3MAx ...","['Science & Technology']",,"2020-04-10",221,"http://www.youtube.com/channel/UC8kFF39hsRrFfHM6-7A6APQ","https://i.ytimg.com/vi_webp/sLpFAcmG6pQ/maxresdefault.webp",854,480,,30,0.377
1500,"watch?v=ZYqqBwu50TE","https://www.youtube.com/watch?v=ZYqqBwu50TE","Machine Learning (Aprendizado de Máquina) - Conceitos Iniciais #Parte 4",0,"aprendizado+de+maquina",1,14,,5,2200,"ENSINO - ","['Education']","['mineração de dados', 'aprendizado de máquina', 'Machine Learning (Field Of Study)', 'Data Mining (Technology Class)', 'machine learning', 'inteligencia artificial', 'dados']","2014-05-08",2385,"http://www.youtube.com/channel/UCOx5f4MPcU3KYeZBsGquE0Q","https://i.ytimg.com/vi/ZYqqBwu50TE/maxresdefault.jpg",480,360,,30,0.051
189,"watch?v=MmfMncjyAkI","https://www.youtube.com/watch?v=MmfMncjyAkI","Updated Best YouTube Channels To Learn Data Science For Free",0,"data+science",12,894,7,4.9689236,265000,"3 Blue 1 Brown channel: https://www.youtube.com/c/3blue1brown @Sentdex Channel: https://www.youtube.com/user/sentdex ...","['Education']","['sentdex', '3 Blue 1 Brown', 'krish naik', 'Abishek Thakur', 'data professor', 'ken jee', 'codebasics', 'ineuron', 'freecodecamp']","2020-10-28",20,"http://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig","https://i.ytimg.com/vi/MmfMncjyAkI/maxresdefault.jpg",1920,1080,,30,0.331
185,"watch?v=0Ju4ox2F6KI","https://www.youtube.com/watch?v=0Ju4ox2F6KI","Types Of Data Scientist In Analytics Industry",0,"data+science",4,202,6,4.8846154,265000,"Unacademy are back with the final match of the Unacademy Premier League series- UPL Finals. This time the questions will be ...","['Education']","['data science', 'machine learning', 'deep learning', 'machine learning tutorial', 'deep learning tutorial', 'analytics industry', 'simplilearn', 'unacademy', 'upgrad']","2020-10-30",18,"http://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig","https://i.ytimg.com/vi_webp/0Ju4ox2F6KI/maxresdefault.webp",1920,1080,,30,0.434
930,"watch?v=RgL6YRh2oUc","https://www.youtube.com/watch?v=RgL6YRh2oUc","How Machine Learning Enables DeepRacer's Autonomous Driving!",1,"machine+learning",54,856,79,4.6620321,5270000,"How does ","['Science & Technology']","['amazon', 'amazon web services', 'reinforcement learning', 'aws cloud', 'aws deepracer', 'artificial intelligence', 'aws deepracer league', 'machine learning', 'deepracer tv', 'autonomous car', 'amazon web services tutorial for beginners', 'deepracer evo', 'amazon deepracer evo', 'reinvent 2018', 'cloud computing', 're:invent 2018', 'artificial intelligence 2019', 'machine learning engineer', 'cloud computing explained', 'amazon web services explained']","2019-12-05",348,"http://www.youtube.com/channel/UCiDJtJKMICpb9B1qf7qjEOA","https://i.ytimg.com/vi_webp/RgL6YRh2oUc/maxresdefault.webp",1920,1080,,24,0.377
523,"watch?v=sEtQUnVA4wQ","https://www.youtube.com/watch?v=sEtQUnVA4wQ","Data Science for Beginners | Data Science Training | Intellipaat",0,"data+science",72,2329,45,4.9241786,751000,"Intellipaat ","['Education']","['data science training', 'data science for beginners', 'what is data science', 'data science tutorial', 'data scientist', 'learn data science', 'data science', 'data science with python', 'how to learn data science', 'data science tutorial for beginners', 'Data Science full course', 'Learn Data Science', 'Intellipaat', 'introduction to data science', 'edureka data science', 'data science tutorial python', 'data science intellipaat', 'data science courses', 'statistics for data science', 'data science course']","2019-09-28",416,"http://www.youtube.com/channel/UCCktnahuRFYIBtNnKT5IYyg","https://i.ytimg.com/vi_webp/sEtQUnVA4wQ/maxresdefault.webp",1920,1080,,30,0.126
1677,"watch?v=TVZMDNYIMVo","https://www.youtube.com/watch?v=TVZMDNYIMVo","NLP kaggle",1,"kaggle",14,,,,,"kaggle","['People & Blogs']",,"2020-06-12",158,"http://www.youtube.com/channel/UC-zkJSKoVoRshqMgoSL3YCQ","https://i.ytimg.com/vi_webp/TVZMDNYIMVo/maxresdefault.webp",1280,720,,30,0.185
1857,"watch?v=AxdLirkZopo","https://www.youtube.com/watch?v=AxdLirkZopo","Kaggle Live Coding: Hierarchical Document Clustering | Kaggle",1,"kaggle",3,75,2,4.9473686,68900,"Last week we successfully got clusters (yay!) but they could use some fine-tuning. This week we'll starting to look at hierarchical ...","['Science & Technology']","['data science', 'deep learning', 'nlp', 'neural networks', 'nlu', 'natural language', 'python', 'programming', 'coding', 'machine learning', 'ai', 'artificial intelligence', 'kaggle', 'research', 'technology', 'reading group']","2019-08-02",473,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/AxdLirkZopo/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC1EJe8MJ4NnC8fT3Jk6GDYha-Ing",1920,1080,,60,0.282
406,"watch?v=Wv5uQKDNOmM","https://www.youtube.com/watch?v=Wv5uQKDNOmM","Conversation with Amazon Data Scientist: Debjyoti Paul",0,"data+science",23,609,10,4.9353795,190000,"Amazon ","['Education']","['Data scientist interview', 'data science career guidance', 'data science interview tips', 'amazon data scientist', 'talk with data scientist', 'data science career tips']","2020-05-03",198,"http://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ","https://i.ytimg.com/vi_webp/Wv5uQKDNOmM/maxresdefault.webp",1280,720,,25,0.595
1934,"watch?v=5FV85MWJcbA","https://www.youtube.com/watch?v=5FV85MWJcbA","Getting Started with a Currently Running Kaggle: Santander Customer Transaction Prediction",1,"kaggle",2,76,,5,41700,"We look at a currently running ","['Science & Technology']","['kaggle', 'jeff heaton', 'xgboost', 'lightgbm', 'catboost', 'python', 'anaconda', 'ensemble', 'feature engineering']","2019-03-19",609,"http://www.youtube.com/channel/UCR1-GEpyOPzT2AO4D_eifdw","https://i.ytimg.com/vi_webp/5FV85MWJcbA/maxresdefault.webp",1280,720,,25,0.642
422,"watch?v=fhi4dOhmW-g","https://www.youtube.com/watch?v=fhi4dOhmW-g","Data Science Project from Scratch - Part 3 (Data Cleaning)",0,"data+science",19,619,4,4.974318,102000,"This is part 3 of the ","['People & Blogs']","['Data Science', 'Ken Jee', 'Machine Learning', 'data scientist', 'data science journey', 'data science project', 'data science project from scratch', 'machine learning project', 'kaggle project', 'data science project python', 'machine learning project python', 'data scientist salary', 'data science for beginners', 'data science project for beginners', 'data science project tutorial', 'data science project walkthrough', 'github', 'data cleaning python', 'data cleaning', 'data scientist salary in usa']","2020-04-08",223,"http://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg","https://i.ytimg.com/vi/fhi4dOhmW-g/maxresdefault.jpg",3840,2160,,30,0.447
1344,"watch?v=PvuPbvsJerg","https://www.youtube.com/watch?v=PvuPbvsJerg","2.1 - Inteligência Artificial - Aprendizagem de Máquina",0,"aprendizado+de+maquina",262,27,,5,391,"Neste vídeo, Eanes apresenta os conceitos básicos de aprendizagem. Mostra que as técnicas de ","['Science & Technology']",,"2020-02-03",288,"http://www.youtube.com/channel/UCyrWsLjaMKNYg1ZXHw3wVyw","https://i.ytimg.com/vi/PvuPbvsJerg/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDdi7ZJfavtzYF5VvzKRoYK67ZtjA",852,480,,30,0.075
1761,"watch?v=HCg_ewbNEss","https://www.youtube.com/watch?v=HCg_ewbNEss","How to succeed in code (kernel) competitions | Dmitry Gordeev | Kaggle Days",0,"kaggle",2,95,,5,68900,"Content note: The presenter references '","['Science & Technology']","['Kaggle', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'python', 'data', 'data science', 'interview', 'questions', 'transfer learning', 'coding', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2020-01-28",294,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/HCg_ewbNEss/maxresdefault.webp",1920,1080,,30,0.407
1366,"watch?v=7Dm8xwscSZA","https://www.youtube.com/watch?v=7Dm8xwscSZA","Treinamento e Teste – Aprendizado de Máquina | CajuinaTech",0,"aprendizado+de+maquina",41,2,,5,681,"Continuando a série de análise de dados da área de ","['Education']",,"2019-06-01",535,"http://www.youtube.com/channel/UCmEX8ZumpkEwJs1vxudus2g","https://i.ytimg.com/vi/7Dm8xwscSZA/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDHq6wJMJCQSkIVyvuO6vSnFkJk1Q",640,480,,30,0.078
304,"watch?v=m7S3RNBhfNA","https://www.youtube.com/watch?v=m7S3RNBhfNA","An AMAZING book for Data Science Beginners!",0,"data+science",34,1545,25,4.9363055,230000,"A Hands on Introduction to ","['Entertainment']","['data science', 'data science basics', 'data science for beginners', 'python', 'R programming language', 'mysql', 'how to learn data science']","2020-08-10",99,"http://www.youtube.com/channel/UC68KSmHePPePCjW4v57VPQg","https://i.ytimg.com/vi_webp/m7S3RNBhfNA/maxresdefault.webp",1920,1080,,24,0.151
171,"watch?v=A6kO2HD-LHA","https://www.youtube.com/watch?v=A6kO2HD-LHA","Data Science For Non Programmers | Machine Learning For Non Programmers | Edureka",0,"data+science",10,348,8,4.9101124,2230000,"Data Science","['Education']","['data science', 'data science tutorial for beginners', 'python for data science', 'data science training', 'machine learning', 'machine learning tutorial', 'machine learning basics', 'machine learning training', 'python for machine learning', 'python basics', 'python for data disualization', 'data science for non programmers', 'machine learning for non programmers', 'deep learning for non programmers', 'python deep learning', 'transition to data science career', 'edureka data science', 'edureka training', 'edureka']","2020-11-07",10,"http://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ","https://i.ytimg.com/vi/A6kO2HD-LHA/maxresdefault.jpg?v=5fa51354",1280,720,,30,0.33
1893,"watch?v=lL6nzcj6H4c","https://www.youtube.com/watch?v=lL6nzcj6H4c","Google Colab setup and Download dataset from kaggle Bangla Tutorial",0,"kaggle",2,25,3,4.5714288,,"Google Colab Bangla Tutorial & download data from ","['Science & Technology']","['Google Colab Bangla Tutorial', 'google colab', 'google colab tutorial', 'how to use google colab', 'how to use google colab for machine learning', 'set up kaggle google colab', 'set up kaggle in google colab', 'how download kaggle in google colab', 'Google Colab setup and Download dataset from kaggle Bangla Tutorial', 'Google Colab setup and Download dataset from kaggle', 'Download dataset from kaggle in google colab', 'import dataset from kaggle in google colab', 'import data from kaggle in google colab']","2019-05-29",538,"http://www.youtube.com/channel/UCotMSVde8DsVBE0j6y-WaeQ","https://i.ytimg.com/vi_webp/lL6nzcj6H4c/maxresdefault.webp",1280,684,,10,0.29
959,"watch?v=Pgfy5tH6YnY","https://www.youtube.com/watch?v=Pgfy5tH6YnY","Top 10 Machine Learning Algorithms for Beginners | Machine Learning Tutorial | [Data Science]",0,"machine+learning",1,36,2,4.7894735,,"Top 10 ","['Education']","['machine learning algorithms for beginners', 'data science tutorial', 'advanced machine learning algorithms', 'Learnaholic India', 'Top 10 Machine Learning Algorithms for Beginners', 'Machine Learning Tutorial', '[Data Science]', 'machine learning algorithms', 'top machine learning algorithms', 'machine learning algorithms explained', 'linear regression machine learning', 'machine learning tutorial', 'machine learning tutorial for beginners', 'what is machine learning']","2019-09-17",427,"http://www.youtube.com/channel/UCftcGRuKOh-DmgK9jpgANzg","https://i.ytimg.com/vi_webp/Pgfy5tH6YnY/maxresdefault.webp",1920,1080,,25,0.247
785,"watch?v=yA-lJy52Ais","https://www.youtube.com/watch?v=yA-lJy52Ais","Deep Learning: Beyond the Hype",1,"machine+learning",12,450,10,4.9130435,337000,"In this 2018 GDC talk, EA's Magnus Nordin gives an overview of the potential of neural nets in game development, as well as ...","['Education']","['gdc', 'talk', 'panel', 'game', 'games', 'gaming', 'development', 'hd', 'design', 'deep learning']","2020-07-28",112,"http://www.youtube.com/channel/UC0JB7TSe49lg56u6qH8y_MQ","https://i.ytimg.com/vi/yA-lJy52Ais/maxresdefault.jpg",1920,1080,,30,0.434
796,"watch?v=QzlDouhiKro","https://www.youtube.com/watch?v=QzlDouhiKro","Coursera:Machine Learning Fundamentals A Case Study Approach University Of Washington Course Answer",1,"machine+learning",10,196,10,4.8058252,14200,"Coursera: ","['Education']",,"2020-07-04",136,"http://www.youtube.com/channel/UC6hqCvkl7sKYEMA6mx0vxzw","https://i.ytimg.com/vi/QzlDouhiKro/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDMr6DTFyzd9EfuHpYv0LTfBhNq8Q",1280,720,,30,0.634
324,"watch?v=FGjYeKSfLr4","https://www.youtube.com/watch?v=FGjYeKSfLr4","Live- Data Science Virtual Interview By Krish And Sudhanshu-Part 1",0,"data+science",31,970,27,4.891675,265000,"Please donate if you want to support the channel through GPay UPID, Gpay: krishnaik06@okicici Discord Server Link: ...","['Entertainment']",,"2020-07-24",116,"http://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig","https://i.ytimg.com/vi/FGjYeKSfLr4/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCOXxNZwFV-vskWf3aAv7AND9cEUw",1280,720,,30,0.445
1680,"watch?v=-_W667FT7sg","https://www.youtube.com/watch?v=-_W667FT7sg","Free Kaggle Competition Certificate |How to Use Kaggle?Machine Learning| Data Science | Free Courses",0,"kaggle",263,9,,5,10100,"Hello Everyone! In this video you will learn about ","['Education']","['kaggle competition', 'greatlearning', 'deep learning', 'coursera', 'upgrad', 'machine learning', 'applied ai', 'free course', 'kaggle free courses', 'how to use kaggle platform', 'google course', 'infosys course', 'udemy', 'ai', 'python', 'ar', 'iot', 'online competition']","2020-06-09",161,"http://www.youtube.com/channel/UCbl-og8vWC5qyt4FM6bUWVg","https://i.ytimg.com/vi_webp/-_W667FT7sg/maxresdefault.webp",1280,624,,24,0.583
396,"watch?v=g7xfRnNQ4Ac","https://www.youtube.com/watch?v=g7xfRnNQ4Ac","MIT SA+P Data Science in Real Estate Online Short Course | Trailer",0,"data+science",2,28,2,4.8620691,,"Watch this trailer for the ","['Education']","['Machine learning in the built environment', 'Data science in real estate', 'online short courses during lockdown', 'online short courses 2020', 'best online course platforms 2020', 'online interactive learning', 'Dr Andrea Chegut', 'Data science in real estate online course']","2020-05-28",173,"http://www.youtube.com/channel/UCMOWlll34TkBDKOFQCOdILQ","https://i.ytimg.com/vi_webp/g7xfRnNQ4Ac/maxresdefault.webp",1920,1080,,25,0.382
1741,"watch?v=xP99eh6nQN0","https://www.youtube.com/watch?v=xP99eh6nQN0","Using Cloud AutoML in Kaggle Notebooks | Kaggle",1,"kaggle",2,66,2,4.9402986,68900,"In this tutorial video, ","['Science & Technology']","['Kaggle', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'python', 'data', 'data science', 'interview', 'questions', 'transfer learning', 'coding', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2019-12-02",351,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/xP99eh6nQN0/maxresdefault.webp",1920,1080,,30,0.414
1308,"watch?v=wbs6WJBtX8k","https://www.youtube.com/watch?v=wbs6WJBtX8k","[Aprendizado de Máquina - Aula 4 Tópico 5] Regressão Logística - Algoritmo  Vantagens e Desvantagens",0,"aprendizado+de+maquina",13,2,,5,373,"Regressão logística - algoritmo e conclusões. Além ","['Science & Technology']",,"2020-04-10",221,"http://www.youtube.com/channel/UCzamMDzpDcv-i_9yg5CScfg","https://i.ytimg.com/vi_webp/wbs6WJBtX8k/maxresdefault.webp",1280,720,,30,0.118
473,"watch?v=3dEb_FanLTU","https://www.youtube.com/watch?v=3dEb_FanLTU","TIBCO Data Science - Team Studio Overview",0,"data+science",5,6,,5,4510,"Description: Scale ","['Science & Technology']",,"2020-01-17",305,"http://www.youtube.com/channel/UC_PJ8s4qxrPZNHP0m_O80vw","https://i.ytimg.com/vi_webp/3dEb_FanLTU/maxresdefault.webp",1920,1080,,25,0.316
1381,"watch?v=a735deQccPU","https://www.youtube.com/watch?v=a735deQccPU","Aula 2 - M1 - Aprendizado de Máquina Supervisionado",0,"aprendizado+de+maquina",16,,,5,9,"Inscreva-se gratuitamente em nosso site para aprender sobre: - Robótica - Machine learning - Desenvolvimento web ...","['Science & Technology']","['curso', 'cursos online', 'duo-bit', 'machine learning', 'aprendizado de máquina', 'ciência de dados', 'programação', 'data science', 'deep learning', 'react js', 'javascript', 'desenvolvimento web', 'desenvolvimento mobile', 'robótica', 'curso online', 'tecnologia']","2019-02-20",636,"http://www.youtube.com/channel/UCAgtxmNxEI1IJn-hlbZspiA","https://i.ytimg.com/vi_webp/a735deQccPU/maxresdefault.webp",1920,1080,,30,0.055
1428,"watch?v=SSlbJXh8Uis","https://www.youtube.com/watch?v=SSlbJXh8Uis","Métodos descritivos da aprendizagem de máquina",0,"aprendizado+de+maquina",1,70,,5,15100,"Veja nesta aula uma introdução aos métodos descritivos da ","['People & Blogs']","['inteligência artificial', 'machine learning', 'aprendizagem de máquina', 'métodos descritivos', 'associação', 'agrupamento', 'jones granatyr', 'ia expert']","2017-12-21",1062,"http://www.youtube.com/channel/UCaGrIWpwjWXT6OIQh9W4Riw","https://i.ytimg.com/vi/SSlbJXh8Uis/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBBL1pK6tZiijycQNtCGY-2DCtIfA",1278,720,,30,0.19
1349,"watch?v=IPjA9hISZWc","https://www.youtube.com/watch?v=IPjA9hISZWc","Aprendizagem de máquina no QGIS 3 com o Dzetsaka",1,"aprendizado+de+maquina",317,25,,5,3810,"Aprendendo a rodar SVM, KNN e Random Forest no QGIS.","['Education']","['QGIS', 'Random Forest', 'KNN']","2019-11-11",372,"http://www.youtube.com/channel/UCnJy3_wYrPOU8frncYAmTPQ","https://i.ytimg.com/vi_webp/IPjA9hISZWc/maxresdefault.webp",1920,1080,,27,0.222
917,"watch?v=7jVKwYQdKww","https://www.youtube.com/watch?v=7jVKwYQdKww","Introduction to Artificial Intelligence, Machine Learning, Deep Learning in Telugu | Vamsi Bhavani",0,"machine+learning",24,1070,34,4.8768115,41400,"This all began with a doubt... AI vs ML vs DL My doubt was why these words used interchangeably even when they are not the ...","['Education']","['artificial intelligence', 'artificial intelligence in telugu', 'machine learning', 'machine learning in telugu', 'deep learning', 'deep learning in telugu', 'neural networks', 'artificial neurons', 'perceptrons', 'vamsi Bhavani', 'in telugu', 'basics of artificial intelligence', 'introduction to artificial intelligence', 'data science', 'data science in telugu']","2020-01-08",314,"http://www.youtube.com/channel/UC4fxiAHHYmtQB4QYT41isnA","https://i.ytimg.com/vi/7jVKwYQdKww/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAtHjGMdSH9SQfwZ6_Fdu-2ccD_5A",1280,720,,24,0.282
958,"watch?v=uoifG7TgF2k","https://www.youtube.com/watch?v=uoifG7TgF2k","How Did I Learn Machine Learning in 3 Months",0,"machine+learning",256,9030,286,4.8772006,265000,"Please join as a member in my channel to get additional benefits like materials in Data Science, live streaming for Members and ...","['Education']","['greatlearning', 'Deep Learning', 'Learn Machine Learning', 'coursera', 'upgrad', 'appliedaicourse', 'machine learning', 'Machine Learning']","2019-09-18",426,"http://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig","https://i.ytimg.com/vi_webp/uoifG7TgF2k/maxresdefault.webp",1920,1080,,50,0.359
